category,urgency,targetPrice,price,approved
optional,high,940,1280,false
basic,low,1720,1797,true
optional,low,1690,2030,false
basic,high,3130,3408,true
basic,high,2840,2840,true
basic,low,760,1037,false
optional,low,140,338,false
basic,high,3470,3489,true
optional,medium,330,661,false
optional,low,2480,2842,false
basic,low,420,533,false
optional,high,2460,2950,false
basic,high,690,1083,false
basic,medium,2500,2532,true
optional,high,350,781,false
basic,low,1790,1970,true
basic,medium,1390,1768,false
optional,high,10,114,false
basic,medium,420,493,true
basic,high,100,239,false
basic,high,930,963,true
optional,medium,1410,1592,false
basic,low,540,977,false
basic,low,2010,2038,true
basic,low,2710,2871,true
basic,high,3320,3441,true
basic,low,3490,3615,true
optional,medium,3060,3351,true
basic,high,3300,3307,true
optional,low,980,1049,true
optional,high,2020,2359,true
basic,high,2270,2311,true
optional,high,10,50,false
optional,medium,1750,1875,true
optional,low,1670,1995,false
optional,low,2560,2779,true
optional,medium,1190,1207,true
basic,low,3150,3633,false
basic,high,2200,2426,true
optional,high,3400,3533,true
basic,high,480,639,false
basic,medium,3380,3469,true
optional,low,90,181,false
optional,low,2600,2717,true
basic,medium,2840,3207,true
basic,medium,840,1248,false
optional,low,2120,2551,false
optional,medium,3020,3163,true
basic,medium,1950,2290,true
optional,high,3090,3541,true
optional,low,3370,3576,true
basic,low,1730,1890,true
basic,low,3140,3233,true
basic,medium,1460,1829,false
optional,medium,1840,2271,false
basic,high,1000,1007,true
optional,low,320,806,false
optional,low,2190,2653,false
basic,medium,690,953,false
optional,medium,3090,3377,true
optional,high,1070,1304,false
optional,low,2300,2403,true
basic,high,1710,1836,true
basic,medium,370,527,false
optional,medium,1450,1921,false
basic,high,2530,2790,true
optional,low,790,1116,false
basic,high,2170,2257,true
basic,high,540,724,false
optional,low,2340,2482,true
optional,medium,470,827,false
optional,low,1390,1405,true
basic,medium,1560,1600,true
optional,high,1660,1722,true
basic,high,1740,1800,true
optional,low,210,530,false
optional,medium,1050,1357,false
optional,high,2480,2682,true
optional,high,3170,3200,true
basic,low,1310,1590,false
optional,high,1930,2090,true
basic,high,1940,2228,true
basic,high,1780,2164,true
basic,medium,1230,1635,false
optional,low,2140,2609,false
basic,low,2360,2566,true
optional,low,2220,2391,true
basic,high,3110,3262,true
basic,low,2310,2567,true
basic,medium,1400,1842,false
basic,low,3490,3880,true
basic,medium,50,133,false
optional,high,1710,1972,true
basic,low,100,400,false
optional,low,3370,3553,true
basic,high,1240,1665,false
optional,high,560,654,true
optional,high,2530,2629,true
optional,medium,2150,2465,false
basic,medium,420,533,false
basic,low,3360,3670,true
basic,medium,2140,2460,true
optional,low,2760,2923,true
basic,low,830,1087,false
optional,high,450,591,false
basic,low,930,1240,false
basic,low,50,203,false
basic,medium,320,668,false
optional,medium,160,271,false
optional,medium,1450,1899,false
optional,medium,2270,2432,true
optional,high,1910,2384,false
optional,high,2820,3171,true
optional,low,190,227,false
optional,high,1140,1312,true
basic,low,2880,3332,false
optional,high,3300,3582,true
basic,medium,1130,1287,true
optional,low,810,1168,false
optional,high,3250,3688,true
basic,medium,3260,3454,true
optional,medium,1760,1809,true
basic,medium,2790,2968,true
optional,medium,1690,1731,true
optional,high,2370,2442,true
optional,medium,2780,3122,false
optional,low,2440,2729,false
basic,low,1060,1199,true
basic,medium,2130,2581,false
optional,high,2300,2315,true
basic,medium,40,282,false
basic,high,1290,1403,true
basic,high,1820,2029,true
basic,high,2010,2017,true
basic,medium,280,289,true
optional,medium,3090,3549,false
basic,low,1790,2246,false
basic,high,990,1352,false
optional,medium,720,815,false
optional,medium,3070,3384,true
optional,medium,2920,2955,true
basic,medium,2090,2514,false
optional,high,390,798,false
basic,medium,2250,2267,true
optional,medium,1240,1383,true
basic,high,2290,2646,true
optional,medium,620,806,false
basic,low,2190,2282,true
optional,low,2680,2879,true
basic,low,1850,1865,true
optional,medium,1160,1341,false
basic,medium,2580,3009,true
basic,low,360,362,true
basic,medium,1210,1622,false
basic,medium,1610,2095,false
basic,medium,3210,3690,true
optional,low,2180,2373,true
optional,high,1260,1724,false
basic,low,1570,1703,true
basic,low,3440,3588,true
basic,high,1540,1806,true
optional,high,2500,2684,true
basic,low,480,824,false
optional,high,3310,3489,true
basic,low,2730,3138,true
optional,medium,2830,3053,true
optional,low,2090,2410,false
basic,medium,2550,3003,true
basic,medium,1940,2128,true
basic,high,580,786,false
optional,high,1620,1649,true
optional,low,940,1112,false
optional,low,360,681,false
basic,medium,30,179,false
optional,medium,610,957,false
basic,low,690,698,true
basic,low,1850,2015,true
optional,medium,820,1010,false
optional,low,970,1258,false
basic,low,3010,3328,true
optional,low,250,430,false
optional,medium,2330,2365,true
optional,high,3480,3768,true
basic,low,1450,1934,false
basic,low,1100,1471,false
basic,medium,870,1227,false
basic,low,2500,2575,true
optional,medium,1970,2443,false
basic,high,1930,2161,true
basic,medium,860,1097,false
basic,low,1520,1855,false
basic,medium,1110,1535,false
basic,low,3480,3701,true
basic,high,2710,2992,true
optional,medium,140,262,false
basic,high,660,662,true
optional,medium,2610,2975,false
basic,low,0,208,false
optional,high,200,527,false
basic,high,2750,3190,true
optional,low,3460,3585,true
optional,medium,2610,3069,false
basic,low,2190,2685,false
basic,high,3230,3693,true
basic,low,820,1291,false
basic,medium,1970,2078,true
basic,medium,1910,2308,false
basic,medium,170,494,false
basic,medium,830,1037,false
basic,medium,1660,1725,true
basic,high,40,239,false
optional,low,520,931,false
optional,low,390,616,false
optional,high,2520,2928,true
basic,low,2750,2950,true
optional,low,10,226,false
optional,low,3230,3666,false
optional,medium,1330,1734,false
optional,low,580,1033,false
basic,low,2120,2547,false
optional,medium,1770,1961,true
optional,low,110,443,false
basic,medium,50,230,false
basic,low,2310,2601,true
optional,low,2150,2428,false
optional,high,2620,2896,true
basic,high,2770,2787,true
basic,medium,1380,1850,false
basic,high,1330,1384,true
optional,low,2970,2979,true
basic,medium,50,181,false
optional,low,900,1038,false
basic,medium,1660,1854,true
optional,low,2580,3072,false
basic,high,1720,2112,true
optional,low,910,1088,false
basic,high,1540,1726,true
basic,high,3400,3692,true
basic,medium,1970,2440,false
optional,low,870,1020,false
basic,high,480,868,false
optional,medium,3230,3645,false
optional,medium,1900,2298,false
basic,high,2310,2690,true
basic,high,100,492,false
optional,high,1400,1841,false
optional,high,2490,2540,true
optional,high,2410,2656,true
optional,low,2270,2317,true
optional,low,1180,1270,true
basic,medium,2870,3085,true
optional,medium,270,482,false
basic,low,2350,2771,false
optional,medium,2840,3154,true
basic,low,1740,1927,true
basic,high,2020,2488,true
optional,medium,1840,1870,true
basic,high,2140,2417,true
optional,high,960,1269,false
optional,low,2270,2680,false
optional,high,2050,2268,true
basic,medium,1340,1408,true
optional,high,440,716,false
basic,high,2510,2749,true
basic,low,450,551,false
optional,high,3170,3503,true
optional,medium,580,681,false
optional,medium,490,742,false
optional,medium,250,328,false
optional,high,1500,1747,true
basic,low,1710,2120,false
basic,low,2680,3115,false
optional,medium,2230,2243,true
optional,medium,840,1150,false
optional,low,1290,1462,false
basic,low,460,566,false
basic,low,910,1177,false
optional,high,2050,2111,true
basic,low,1850,2309,false
optional,high,2910,3212,true
optional,high,1220,1438,true
basic,medium,3260,3568,true
basic,high,3010,3103,true
optional,high,2380,2467,true
basic,high,1830,2092,true
basic,low,510,522,true
basic,low,70,105,false
basic,medium,1940,2149,true
basic,medium,610,990,false
basic,low,1070,1327,false
optional,medium,1500,1746,false
optional,medium,800,1225,false
optional,medium,990,1165,false
basic,low,960,1067,true
basic,low,90,373,false
optional,medium,3310,3471,true
optional,medium,3380,3480,true
optional,high,1370,1443,true
optional,high,430,753,false
optional,low,2850,3333,false
optional,medium,1110,1190,true
optional,medium,3200,3657,false
basic,medium,1490,1885,false
basic,low,2450,2566,true
basic,medium,3370,3723,true
optional,high,1670,1757,true
basic,high,1950,2191,true
basic,low,2110,2370,true
optional,high,1100,1142,true
basic,medium,2410,2646,true
optional,low,3090,3365,true
optional,low,3330,3440,true
optional,low,450,465,true
basic,low,990,1375,false
basic,low,2100,2552,false
basic,low,1880,2104,true
optional,low,1890,2220,false
optional,low,1010,1128,false
optional,medium,910,1272,false
optional,low,1460,1928,false
basic,high,1630,1844,true
basic,high,810,950,true
basic,low,260,576,false
optional,low,1140,1518,false
optional,low,2630,2752,true
optional,high,1190,1454,false
optional,low,1490,1902,false
basic,medium,3220,3580,true
basic,low,2860,3247,true
optional,high,1760,1883,true
optional,high,2400,2574,true
basic,low,3100,3348,true
basic,low,480,868,false
optional,high,2630,2688,true
basic,high,2360,2841,true
basic,medium,3290,3461,true
optional,low,3400,3520,true
optional,low,260,401,false
optional,high,440,851,false
optional,medium,660,699,true
optional,medium,2660,2890,true
basic,low,2870,3266,true
optional,low,3490,3588,true
optional,low,1850,2016,true
optional,medium,580,925,false
basic,low,350,639,false
optional,medium,3360,3511,true
basic,medium,200,567,false
basic,medium,930,1118,false
optional,low,2370,2639,false
basic,medium,340,514,false
basic,high,1670,1771,true
basic,low,1110,1170,true
basic,high,3340,3744,true
optional,high,3200,3652,true
optional,low,1090,1146,true
basic,medium,1030,1292,false
optional,high,2570,2627,true
optional,low,1640,1846,false
optional,high,2530,2732,true
optional,medium,910,1060,false
optional,high,1840,1912,true
basic,medium,3470,3700,true
optional,medium,960,1213,false
basic,medium,1210,1334,true
basic,high,3220,3699,true
optional,low,1940,2388,false
optional,medium,710,1080,false
optional,low,330,339,true
basic,low,800,1224,false
optional,medium,1840,1905,true
optional,medium,1720,2063,false
basic,high,3370,3700,true
basic,high,370,383,true
optional,high,220,430,false
basic,low,540,905,false
optional,low,2160,2552,false
optional,medium,1920,2064,true
basic,high,600,871,false
optional,high,3000,3048,true
optional,high,2230,2563,true
optional,low,140,203,false
basic,medium,410,522,false
optional,low,1400,1416,true
basic,low,1590,1696,true
basic,low,3270,3667,true
optional,medium,1280,1645,false
optional,medium,460,487,true
basic,high,290,771,false
basic,high,640,692,true
optional,low,550,920,false
optional,high,2030,2207,true
optional,low,940,990,true
basic,low,2480,2617,true
basic,low,2030,2454,false
basic,medium,1840,1868,true
basic,high,3110,3238,true
optional,high,640,1015,false
basic,low,2800,3092,true
basic,high,740,880,true
basic,low,3340,3780,true
optional,low,2700,2909,true
optional,low,1940,2154,false
basic,medium,620,1086,false
optional,low,3310,3339,true
optional,high,2080,2184,true
optional,low,2510,2737,true
basic,low,3400,3677,true
basic,low,1020,1396,false
optional,low,3230,3398,true
optional,low,2390,2560,true
basic,low,3460,3778,true
basic,high,3120,3424,true
optional,high,1700,1904,true
optional,medium,2020,2146,true
optional,high,740,905,false
basic,medium,1730,1748,true
basic,low,3490,3764,true
basic,medium,1750,2173,false
basic,high,2930,3065,true
basic,low,3370,3803,true
optional,high,1560,2044,false
optional,high,2690,2931,true
optional,medium,2030,2524,false
optional,high,490,591,false
optional,low,1450,1581,true
basic,medium,3430,3862,true
basic,high,1140,1525,false
optional,medium,2820,2890,true
basic,medium,3290,3609,true
basic,high,230,486,false
basic,medium,1690,2158,false
optional,medium,2870,2996,true
optional,medium,2120,2528,false
basic,low,1210,1417,false
optional,high,3070,3551,true
optional,low,2820,3186,false
optional,medium,1000,1380,false
optional,high,1640,1865,true
basic,medium,600,1068,false
basic,low,1510,1805,false
optional,high,2930,3211,true
basic,medium,1810,2241,false
optional,high,560,622,true
optional,medium,1480,1752,false
basic,medium,790,847,true
basic,high,3030,3332,true
optional,high,1780,2012,true
basic,medium,1200,1431,false
optional,low,130,150,false
optional,high,2210,2451,true
optional,high,2560,2986,true
basic,high,3340,3573,true
optional,low,1380,1515,true
optional,medium,1880,2270,false
optional,high,2470,2763,true
optional,high,2990,3466,true
basic,high,140,191,false
basic,medium,2540,2673,true
basic,high,2920,2979,true
optional,low,170,181,true
optional,medium,1560,1653,true
basic,low,1240,1625,false
optional,low,1930,2245,false
basic,high,640,768,true
basic,low,1950,2217,true
basic,low,2760,3118,true
basic,low,3300,3364,true
basic,low,1160,1488,false
basic,medium,2430,2602,true
basic,medium,1740,1834,true
optional,high,2000,2254,true
basic,medium,2190,2196,true
basic,medium,1920,2300,false
basic,high,2190,2623,true
basic,medium,2210,2630,false
optional,medium,1110,1240,true
basic,high,3010,3096,true
optional,low,1000,1083,true
basic,medium,3320,3501,true
basic,high,2400,2476,true
basic,high,1870,2274,true
optional,medium,1960,2440,false
optional,medium,1420,1667,false
optional,medium,2620,2822,true
optional,medium,2960,3163,true
optional,high,630,1002,false
optional,high,470,563,false
optional,medium,690,1000,false
basic,high,2240,2598,true
optional,medium,1850,2280,false
basic,medium,810,883,true
optional,medium,2060,2551,false
basic,high,1960,1967,true
optional,medium,1630,1748,true
optional,medium,1110,1225,true
optional,low,850,1239,false
basic,high,3310,3481,true
basic,low,3290,3383,true
basic,high,2450,2660,true
basic,medium,460,725,false
optional,low,3170,3359,true
basic,medium,2560,2958,true
optional,medium,3360,3522,true
basic,high,1070,1234,true
optional,low,3390,3674,true
basic,medium,3410,3595,true
optional,high,2410,2773,true
optional,low,1980,2352,false
basic,medium,2740,2875,true
optional,medium,3380,3798,false
basic,high,170,188,true
optional,low,2980,3071,true
optional,high,2850,2917,true
basic,low,310,705,false
basic,low,1840,2122,false
basic,medium,2420,2824,true
optional,high,520,980,false
basic,medium,2960,3011,true
basic,medium,1440,1515,true
optional,high,420,650,false
basic,high,2230,2247,true
optional,medium,40,198,false
basic,high,1390,1842,false
optional,high,2140,2187,true
optional,high,160,208,false
optional,medium,2250,2376,true
basic,low,2090,2238,true
basic,low,710,850,false
optional,low,1640,1711,true
optional,low,1570,2067,false
optional,medium,1060,1210,false
basic,high,1000,1066,true
optional,low,1040,1503,false
basic,low,440,574,false
optional,medium,3220,3350,true
optional,medium,1120,1150,true
optional,low,2190,2453,false
optional,medium,800,1074,false
optional,high,3200,3395,true
basic,medium,370,508,false
basic,high,1390,1508,true
optional,high,1440,1582,true
optional,high,190,647,false
basic,low,930,1326,false
optional,medium,3420,3747,true
basic,low,2610,3081,false
basic,low,870,1290,false
basic,medium,950,1365,false
basic,medium,650,1001,false
optional,high,3220,3271,true
optional,medium,40,380,false
basic,low,240,560,false
basic,high,2630,2769,true
basic,low,2130,2580,false
basic,low,160,425,false
basic,low,630,865,false
basic,low,1880,2018,true
optional,low,3100,3309,true
optional,high,3020,3157,true
basic,low,2920,3014,true
optional,medium,200,663,false
optional,high,2270,2367,true
optional,medium,1840,2189,false
basic,low,590,1036,false
optional,low,520,529,true
optional,medium,1340,1809,false
optional,medium,150,617,false
basic,high,1430,1673,true
optional,low,2110,2354,false
basic,medium,660,1025,false
optional,high,540,966,false
basic,low,2110,2532,false
optional,high,2120,2469,true
optional,medium,240,460,false
optional,low,520,686,false
optional,low,2730,2925,true
basic,high,1640,2131,false
optional,medium,2580,2757,true
basic,medium,1610,1753,true
basic,medium,1430,1535,true
basic,medium,3260,3437,true
optional,medium,2830,3099,true
basic,high,2730,3022,true
optional,high,3110,3358,true
basic,low,2930,3210,true
basic,low,2760,3067,true
basic,high,3180,3336,true
basic,low,540,608,true
optional,low,20,103,false
optional,medium,2410,2461,true
basic,low,30,378,false
optional,medium,3240,3614,true
basic,low,240,621,false
basic,low,1710,1916,true
basic,medium,1130,1526,false
optional,high,1160,1420,false
optional,medium,2570,2802,true
optional,medium,3270,3496,true
basic,low,2190,2294,true
basic,high,970,1103,true
optional,high,3440,3831,true
basic,high,920,1304,false
optional,medium,2190,2257,true
optional,low,2190,2436,false
basic,high,2490,2816,true
basic,low,50,533,false
optional,low,1720,1756,true
optional,low,3050,3131,true
basic,low,10,323,false
optional,medium,1590,1632,true
basic,medium,310,353,true
basic,medium,2540,2710,true
basic,high,920,1329,false
basic,low,1870,1936,true
optional,low,2940,3242,false
optional,low,1610,1888,false
optional,medium,150,176,false
basic,high,80,345,false
optional,high,2080,2379,true
basic,high,3360,3427,true
basic,medium,1830,2250,false
basic,medium,2680,2729,true
optional,medium,440,642,false
optional,medium,760,1011,false
basic,medium,2690,2799,true
optional,medium,1920,2317,false
basic,high,310,634,false
basic,low,2590,2975,true
optional,high,2410,2850,false
basic,high,2040,2356,true
basic,low,1980,2011,true
optional,high,1480,1815,false
optional,low,2000,2017,true
optional,medium,30,289,false
basic,low,410,727,false
optional,high,1920,2165,true
basic,high,2840,3250,true
basic,medium,2790,2956,true
optional,low,1390,1780,false
optional,high,460,656,false
basic,high,2710,2950,true
basic,high,2790,3189,true
optional,high,1420,1880,false
optional,low,3410,3637,true
optional,medium,3170,3431,true
basic,medium,1340,1656,false
basic,high,3210,3672,true
basic,low,940,1208,false
optional,low,20,50,false
optional,high,2910,3303,true
optional,high,2980,3099,true
basic,medium,1710,2104,false
basic,high,240,286,true
basic,low,3440,3829,true
basic,low,2920,3037,true
basic,high,440,526,true
optional,medium,940,1154,false
basic,high,2430,2646,true
basic,medium,1350,1424,true
basic,high,1840,1971,true
optional,high,2290,2453,true
basic,low,1140,1552,false
optional,high,1270,1491,true
basic,medium,1840,2290,false
basic,medium,1320,1616,false
basic,high,150,441,false
basic,high,1410,1624,true
optional,high,450,589,false
basic,medium,500,921,false
optional,low,180,400,false
basic,medium,2370,2623,true
basic,high,1530,1582,true
basic,low,1390,1775,false
basic,low,680,825,false
basic,high,2840,3269,true
optional,medium,1890,2025,true
basic,high,1840,2073,true
optional,high,1030,1050,true
optional,high,540,897,false
optional,low,2920,3415,false
optional,high,2360,2630,true
basic,low,690,892,false
basic,high,2240,2524,true
optional,high,2590,3067,false
basic,medium,3240,3335,true
basic,high,2850,3167,true
optional,medium,3260,3625,true
basic,medium,1450,1509,true
basic,high,640,1106,false
optional,low,2970,3162,true
optional,high,2060,2461,false
basic,high,2020,2172,true
optional,high,1010,1158,true
optional,high,3440,3588,true
basic,medium,3470,3860,true
basic,high,1720,1914,true
basic,high,1090,1330,true
optional,medium,2060,2521,false
optional,low,3030,3259,true
basic,low,90,128,false
optional,high,2220,2221,true
basic,medium,800,1065,false
optional,medium,110,426,false
basic,low,2850,3252,true
optional,high,2850,3084,true
basic,medium,580,810,false
optional,low,2940,2973,true
basic,low,1220,1512,false
optional,high,600,999,false
optional,low,1450,1466,true
basic,high,2370,2776,true
basic,high,3090,3555,true
optional,low,1560,1698,true
optional,high,640,694,true
optional,low,1540,1624,true
optional,low,1920,2340,false
basic,low,2010,2112,true
optional,low,570,974,false
basic,high,2620,2692,true
basic,medium,1690,2049,false
optional,high,1240,1405,true
basic,medium,1700,2102,false
basic,high,580,903,false
basic,high,2950,3063,true
basic,low,1600,1601,true
basic,high,1890,1994,true
basic,low,2540,2921,false
